resolution,timestamp,actual_x,actual_y,keystone_x,keystone_y,keystone_z,error_x,error_y
16x16,2026-04-15 11:03:37,-30.0,0.0,-28.8558,0.1342,61.1438,1.1442,0.1342
16x16,2026-04-15 11:03:37,-30.0,0.0,-28.8300,0.1177,61.1697,1.1700,0.1177
16x16,2026-04-15 11:03:38,-30.0,0.0,-28.8200,0.0546,61.1800,1.1800,0.0546
16x16,2026-04-15 11:03:38,-30.0,0.0,-28.8298,0.0926,61.1700,1.1702,0.0926
16x16,2026-04-15 11:03:38,-30.0,0.0,-28.8332,0.1595,61.1663,1.1668,0.1595
16x16,2026-04-15 11:03:39,-30.0,0.0,-28.8593,0.1022,61.1405,1.1407,0.1022
16x16,2026-04-15 11:03:39,-30.0,0.0,-28.8310,0.1420,61.1686,1.1690,0.1420
16x16,2026-04-15 11:03:40,-30.0,0.0,-28.8445,0.1056,61.1553,1.1555,0.1056
16x16,2026-04-15 11:03:40,-30.0,0.0,-28.8087,0.0641,61.1913,1.1913,0.0641
16x16,2026-04-15 11:03:40,-30.0,0.0,-28.8122,0.0684,61.1877,1.1878,0.0684
16x16,2026-04-15 11:03:48,-29.0,0.0,-27.9477,0.2540,62.0509,1.0523,0.2540
16x16,2026-04-15 11:03:48,-29.0,0.0,-27.9827,0.2590,62.0159,1.0173,0.2590
16x16,2026-04-15 11:03:49,-29.0,0.0,-27.8828,0.2066,62.1163,1.1172,0.2066
16x16,2026-04-15 11:03:49,-29.0,0.0,-27.9546,0.2442,62.0441,1.0454,0.2442
16x16,2026-04-15 11:03:49,-29.0,0.0,-27.9582,0.2840,62.0401,1.0418,0.2840
16x16,2026-04-15 11:03:50,-29.0,0.0,-27.9469,0.2055,62.0522,1.0531,0.2055
16x16,2026-04-15 11:03:50,-29.0,0.0,-27.9069,0.2071,62.0922,1.0931,0.2071
16x16,2026-04-15 11:03:51,-29.0,0.0,-27.9524,0.2564,62.0462,1.0476,0.2564
16x16,2026-04-15 11:03:51,-29.0,0.0,-27.9121,0.2516,62.0865,1.0879,0.2516
16x16,2026-04-15 11:03:51,-29.0,0.0,-27.9494,0.2310,62.0494,1.0506,0.2310
16x16,2026-04-15 11:03:59,-28.0,0.0,-26.9896,0.3071,63.0084,1.0104,0.3071
16x16,2026-04-15 11:03:59,-28.0,0.0,-27.0578,0.3598,62.9394,0.9422,0.3598
16x16,2026-04-15 11:03:59,-28.0,0.0,-27.0442,0.3534,62.9531,0.9558,0.3534
16x16,2026-04-15 11:04:00,-28.0,0.0,-27.0554,0.3271,62.9423,0.9446,0.3271
16x16,2026-04-15 11:04:00,-28.0,0.0,-27.0469,0.3357,62.9507,0.9531,0.3357
16x16,2026-04-15 11:04:01,-28.0,0.0,-27.0231,0.3682,62.9740,0.9769,0.3682
16x16,2026-04-15 11:04:01,-28.0,0.0,-27.0873,0.3065,62.9107,0.9127,0.3065
16x16,2026-04-15 11:04:01,-28.0,0.0,-27.0224,0.3795,62.9745,0.9776,0.3795
16x16,2026-04-15 11:04:02,-28.0,0.0,-27.0260,0.3844,62.9708,0.9740,0.3844
16x16,2026-04-15 11:04:02,-28.0,0.0,-27.0597,0.3585,62.9375,0.9403,0.3585
16x16,2026-04-15 11:04:10,-27.0,0.0,-26.1496,0.4012,63.8468,0.8504,0.4012
16x16,2026-04-15 11:04:10,-27.0,0.0,-26.0828,0.3601,63.9143,0.9172,0.3601
16x16,2026-04-15 11:04:10,-27.0,0.0,-26.1286,0.2819,63.8696,0.8714,0.2819
16x16,2026-04-15 11:04:11,-27.0,0.0,-26.0697,0.4393,63.9260,0.9303,0.4393
16x16,2026-04-15 11:04:11,-27.0,0.0,-26.0813,0.3487,63.9161,0.9187,0.3487
16x16,2026-04-15 11:04:12,-27.0,0.0,-26.0751,0.3911,63.9215,0.9249,0.3911
16x16,2026-04-15 11:04:12,-27.0,0.0,-26.1125,0.3883,63.8842,0.8875,0.3883
16x16,2026-04-15 11:04:12,-27.0,0.0,-26.0964,0.3887,63.9003,0.9036,0.3887
16x16,2026-04-15 11:04:13,-27.0,0.0,-26.1731,0.3693,63.8239,0.8269,0.3693
16x16,2026-04-15 11:04:13,-27.0,0.0,-26.1091,0.4011,63.8874,0.8909,0.4011
16x16,2026-04-15 11:04:21,-26.0,0.0,-25.1467,0.4293,64.8491,0.8533,0.4293
16x16,2026-04-15 11:04:21,-26.0,0.0,-25.1880,0.3896,64.8086,0.8120,0.3896
16x16,2026-04-15 11:04:21,-26.0,0.0,-25.1505,0.3491,64.8467,0.8495,0.3491
16x16,2026-04-15 11:04:22,-26.0,0.0,-25.1027,0.3463,64.8946,0.8973,0.3463
16x16,2026-04-15 11:04:22,-26.0,0.0,-25.1389,0.4321,64.8569,0.8611,0.4321
16x16,2026-04-15 11:04:23,-26.0,0.0,-25.1085,0.4026,64.8879,0.8915,0.4026
16x16,2026-04-15 11:04:23,-26.0,0.0,-25.1550,0.4342,64.8407,0.8450,0.4342
16x16,2026-04-15 11:04:23,-26.0,0.0,-25.1231,0.3707,64.8737,0.8769,0.3707
16x16,2026-04-15 11:04:24,-26.0,0.0,-25.1582,0.4753,64.8366,0.8418,0.4753
16x16,2026-04-15 11:04:24,-26.0,0.0,-25.1297,0.3596,64.8673,0.8703,0.3596
16x16,2026-04-15 11:04:32,-25.0,0.0,-24.0780,0.3876,65.9185,0.9220,0.3876
16x16,2026-04-15 11:04:32,-25.0,0.0,-24.1392,0.3461,65.8580,0.8608,0.3461
16x16,2026-04-15 11:04:33,-25.0,0.0,-24.1734,0.3734,65.8234,0.8266,0.3734
16x16,2026-04-15 11:04:33,-25.0,0.0,-24.1744,0.3693,65.8224,0.8256,0.3693
16x16,2026-04-15 11:04:33,-25.0,0.0,-24.0943,0.3253,65.9032,0.9057,0.3253
16x16,2026-04-15 11:04:34,-25.0,0.0,-24.1522,0.3331,65.8452,0.8478,0.3331
16x16,2026-04-15 11:04:34,-25.0,0.0,-24.1615,0.3411,65.8358,0.8385,0.3411
16x16,2026-04-15 11:04:35,-25.0,0.0,-24.1674,0.3536,65.8297,0.8326,0.3536
16x16,2026-04-15 11:04:35,-25.0,0.0,-24.1436,0.3496,65.8535,0.8564,0.3496
16x16,2026-04-15 11:04:43,-24.0,0.0,-23.1227,0.3750,66.8739,0.8773,0.3750
16x16,2026-04-15 11:04:43,-24.0,0.0,-23.1786,0.3402,66.8186,0.8214,0.3402
16x16,2026-04-15 11:04:44,-24.0,0.0,-23.2220,0.3309,66.7753,0.7780,0.3309
16x16,2026-04-15 11:04:44,-24.0,0.0,-23.1998,0.3667,66.7970,0.8002,0.3667
16x16,2026-04-15 11:04:44,-24.0,0.0,-23.1771,0.3631,66.8197,0.8229,0.3631
16x16,2026-04-15 11:04:45,-24.0,0.0,-23.2004,0.3770,66.7962,0.7996,0.3770
16x16,2026-04-15 11:04:45,-24.0,0.0,-23.1429,0.3407,66.8543,0.8571,0.3407
16x16,2026-04-15 11:04:46,-24.0,0.0,-23.2021,0.3495,66.7949,0.7979,0.3495
16x16,2026-04-15 11:04:46,-24.0,0.0,-23.2174,0.3411,66.7798,0.7826,0.3411
16x16,2026-04-15 11:04:46,-24.0,0.0,-23.1570,0.3296,66.8404,0.8430,0.3296
16x16,2026-04-15 11:04:54,-23.0,0.0,-22.2246,0.3413,67.7725,0.7754,0.3413
16x16,2026-04-15 11:04:54,-23.0,0.0,-22.2220,0.3373,67.7751,0.7780,0.3373
16x16,2026-04-15 11:04:55,-23.0,0.0,-22.2236,0.3315,67.7736,0.7764,0.3315
16x16,2026-04-15 11:04:55,-23.0,0.0,-22.2100,0.3366,67.7872,0.7900,0.3366
16x16,2026-04-15 11:04:55,-23.0,0.0,-22.2374,0.3130,67.7602,0.7626,0.3130
16x16,2026-04-15 11:04:56,-23.0,0.0,-22.1989,0.3715,67.7977,0.8011,0.3715
16x16,2026-04-15 11:04:56,-23.0,0.0,-22.2178,0.3348,67.7794,0.7822,0.3348
16x16,2026-04-15 11:04:57,-23.0,0.0,-22.1804,0.3048,67.8173,0.8196,0.3048
16x16,2026-04-15 11:04:57,-23.0,0.0,-22.2128,0.3041,67.7849,0.7872,0.3041
16x16,2026-04-15 11:04:57,-23.0,0.0,-22.2198,0.3229,67.7776,0.7802,0.3229
16x16,2026-04-15 11:05:05,-22.0,0.0,-21.2455,0.3443,68.7515,0.7545,0.3443
16x16,2026-04-15 11:05:05,-22.0,0.0,-21.2318,0.3430,68.7652,0.7682,0.3430
16x16,2026-04-15 11:05:05,-22.0,0.0,-21.2362,0.4133,68.7594,0.7638,0.4133
16x16,2026-04-15 11:05:06,-22.0,0.0,-21.2025,0.3692,68.7940,0.7975,0.3692
16x16,2026-04-15 11:05:06,-22.0,0.0,-21.2072,0.3351,68.7899,0.7928,0.3351
16x16,2026-04-15 11:05:07,-22.0,0.0,-21.2951,0.2861,68.7028,0.7049,0.2861
16x16,2026-04-15 11:05:07,-22.0,0.0,-21.2266,0.3004,68.7711,0.7734,0.3004
16x16,2026-04-15 11:05:08,-22.0,0.0,-21.2570,0.3201,68.7403,0.7430,0.3201
16x16,2026-04-15 11:05:08,-22.0,0.0,-21.2807,0.3393,68.7163,0.7193,0.3393
16x16,2026-04-15 11:05:08,-22.0,0.0,-21.2543,0.3275,68.7429,0.7457,0.3275
16x16,2026-04-15 11:05:16,-21.0,0.0,-20.2142,0.2892,69.7836,0.7858,0.2892
16x16,2026-04-15 11:05:16,-21.0,0.0,-20.2901,0.2861,69.7077,0.7099,0.2861
16x16,2026-04-15 11:05:16,-21.0,0.0,-20.2427,0.2812,69.7551,0.7573,0.2812
16x16,2026-04-15 11:05:17,-21.0,0.0,-20.2336,0.2599,69.7646,0.7664,0.2599
16x16,2026-04-15 11:05:17,-21.0,0.0,-20.2605,0.2953,69.7372,0.7395,0.2953
16x16,2026-04-15 11:05:18,-21.0,0.0,-20.2482,0.3227,69.7490,0.7518,0.3227
16x16,2026-04-15 11:05:18,-21.0,0.0,-20.2232,0.3167,69.7741,0.7768,0.3167
16x16,2026-04-15 11:05:18,-21.0,0.0,-20.2618,0.3353,69.7352,0.7382,0.3353
16x16,2026-04-15 11:05:19,-21.0,0.0,-20.2344,0.3791,69.7617,0.7656,0.3791
16x16,2026-04-15 11:05:19,-21.0,0.0,-20.2849,0.3028,69.7127,0.7151,0.3028
16x16,2026-04-15 11:05:27,-20.0,0.0,-19.2950,0.2886,70.7027,0.7050,0.2886
16x16,2026-04-15 11:05:27,-20.0,0.0,-19.2661,0.2972,70.7314,0.7339,0.2972
16x16,2026-04-15 11:05:27,-20.0,0.0,-19.3005,0.2893,70.6972,0.6995,0.2893
16x16,2026-04-15 11:05:28,-20.0,0.0,-19.2863,0.2578,70.7118,0.7137,0.2578
16x16,2026-04-15 11:05:28,-20.0,0.0,-19.2745,0.2334,70.7240,0.7255,0.2334
16x16,2026-04-15 11:05:29,-20.0,0.0,-19.2888,0.3144,70.7084,0.7112,0.3144
16x16,2026-04-15 11:05:29,-20.0,0.0,-19.2899,0.3465,70.7067,0.7101,0.3465
16x16,2026-04-15 11:05:29,-20.0,0.0,-19.2791,0.2853,70.7186,0.7209,0.2853
16x16,2026-04-15 11:05:30,-20.0,0.0,-19.3038,0.2757,70.6941,0.6962,0.2757
16x16,2026-04-15 11:05:30,-20.0,0.0,-19.3222,0.2816,70.6756,0.6778,0.2816
16x16,2026-04-15 11:05:38,-19.0,0.0,-18.3230,0.2385,71.6754,0.6770,0.2385
16x16,2026-04-15 11:05:38,-19.0,0.0,-18.2767,0.2858,71.7209,0.7233,0.2858
16x16,2026-04-15 11:05:39,-19.0,0.0,-18.3324,0.2649,71.6656,0.6676,0.2649
16x16,2026-04-15 11:05:39,-19.0,0.0,-18.3363,0.3147,71.6608,0.6637,0.3147
16x16,2026-04-15 11:05:39,-19.0,0.0,-18.3386,0.2795,71.6591,0.6614,0.2795
16x16,2026-04-15 11:05:40,-19.0,0.0,-18.3289,0.3195,71.6681,0.6711,0.3195
16x16,2026-04-15 11:05:40,-19.0,0.0,-18.2935,0.3303,71.7033,0.7065,0.3303
16x16,2026-04-15 11:05:41,-19.0,0.0,-18.3523,0.3107,71.6449,0.6477,0.3107
16x16,2026-04-15 11:05:41,-19.0,0.0,-18.3387,0.2737,71.6591,0.6613,0.2737
16x16,2026-04-15 11:05:49,-18.0,0.0,-17.3752,0.2544,72.6228,0.6248,0.2544
16x16,2026-04-15 11:05:49,-18.0,0.0,-17.3532,0.2939,72.6442,0.6468,0.2939
16x16,2026-04-15 11:05:50,-18.0,0.0,-17.3500,0.2985,72.6472,0.6500,0.2985
16x16,2026-04-15 11:05:50,-18.0,0.0,-17.3648,0.2598,72.6331,0.6352,0.2598
16x16,2026-04-15 11:05:50,-18.0,0.0,-17.3605,0.3075,72.6366,0.6395,0.3075
16x16,2026-04-15 11:05:51,-18.0,0.0,-17.3817,0.2432,72.6165,0.6183,0.2432
16x16,2026-04-15 11:05:51,-18.0,0.0,-17.3344,0.2697,72.6634,0.6656,0.2697
