resolution,timestamp,actual_x,actual_y,keystone_x,keystone_y,keystone_z,error_x,error_y
16x16,2026-04-15 11:03:37,-30.0,0.0,-29.5837,0.2040,60.4155,0.4163,0.2040
16x16,2026-04-15 11:03:37,-30.0,0.0,-29.5572,0.1873,60.4421,0.4428,0.1873
16x16,2026-04-15 11:03:38,-30.0,0.0,-29.5473,0.1225,60.4524,0.4527,0.1225
16x16,2026-04-15 11:03:38,-30.0,0.0,-29.5572,0.1615,60.4423,0.4428,0.1615
16x16,2026-04-15 11:03:38,-30.0,0.0,-29.5609,0.2301,60.4381,0.4391,0.2301
16x16,2026-04-15 11:03:39,-30.0,0.0,-29.5875,0.1714,60.4119,0.4125,0.1714
16x16,2026-04-15 11:03:39,-30.0,0.0,-29.5585,0.2123,60.4406,0.4415,0.2123
16x16,2026-04-15 11:03:40,-30.0,0.0,-29.5724,0.1750,60.4270,0.4276,0.1750
16x16,2026-04-15 11:03:40,-30.0,0.0,-29.5356,0.1324,60.4641,0.4644,0.1324
16x16,2026-04-15 11:03:40,-30.0,0.0,-29.5394,0.1363,60.4602,0.4606,0.1363
16x16,2026-04-15 11:03:48,-29.0,0.0,-28.6609,0.3297,61.3369,0.3391,0.3297
16x16,2026-04-15 11:03:48,-29.0,0.0,-28.6969,0.3346,61.3008,0.3031,0.3346
16x16,2026-04-15 11:03:49,-29.0,0.0,-28.5947,0.2813,61.4037,0.4053,0.2813
16x16,2026-04-15 11:03:49,-29.0,0.0,-28.6681,0.3196,61.3297,0.3319,0.3196
16x16,2026-04-15 11:03:49,-29.0,0.0,-28.6714,0.3598,61.3259,0.3286,0.3598
16x16,2026-04-15 11:03:50,-29.0,0.0,-28.6601,0.2798,61.3382,0.3399,0.2798
16x16,2026-04-15 11:03:50,-29.0,0.0,-28.6231,0.2881,61.3752,0.3769,0.2881
16x16,2026-04-15 11:03:51,-29.0,0.0,-28.6655,0.3318,61.3322,0.3345,0.3318
16x16,2026-04-15 11:03:51,-29.0,0.0,-28.6265,0.3222,61.3713,0.3735,0.3222
16x16,2026-04-15 11:03:51,-29.0,0.0,-28.6628,0.3057,61.3353,0.3372,0.3057
16x16,2026-04-15 11:03:59,-28.0,0.0,-27.6897,0.3932,62.3071,0.3103,0.3932
16x16,2026-04-15 11:03:59,-28.0,0.0,-27.7612,0.4423,62.2347,0.2388,0.4423
16x16,2026-04-15 11:03:59,-28.0,0.0,-27.7415,0.4334,62.2545,0.2585,0.4334
16x16,2026-04-15 11:04:00,-28.0,0.0,-27.7549,0.4015,62.2417,0.2451,0.4015
16x16,2026-04-15 11:04:00,-28.0,0.0,-27.7441,0.4153,62.2523,0.2559,0.4153
16x16,2026-04-15 11:04:01,-28.0,0.0,-27.7237,0.4558,62.2719,0.2763,0.4558
16x16,2026-04-15 11:04:01,-28.0,0.0,-27.7895,0.3924,62.2072,0.2105,0.3924
16x16,2026-04-15 11:04:01,-28.0,0.0,-27.7215,0.4553,62.2741,0.2785,0.4553
16x16,2026-04-15 11:04:02,-28.0,0.0,-27.7251,0.4606,62.2704,0.2749,0.4606
16x16,2026-04-15 11:04:02,-28.0,0.0,-27.7594,0.4337,62.2366,0.2406,0.4337
16x16,2026-04-15 11:04:10,-27.0,0.0,-26.8364,0.4865,63.1585,0.1636,0.4865
16x16,2026-04-15 11:04:10,-27.0,0.0,-26.7683,0.4441,63.2274,0.2317,0.4441
16x16,2026-04-15 11:04:10,-27.0,0.0,-26.8152,0.3636,63.1819,0.1848,0.3636
16x16,2026-04-15 11:04:11,-27.0,0.0,-26.7546,0.5253,63.2394,0.2454,0.5253
16x16,2026-04-15 11:04:11,-27.0,0.0,-26.7667,0.4322,63.2293,0.2333,0.4322
16x16,2026-04-15 11:04:12,-27.0,0.0,-26.7560,0.4680,63.2392,0.2440,0.4680
16x16,2026-04-15 11:04:12,-27.0,0.0,-26.7943,0.4659,63.2010,0.2057,0.4659
16x16,2026-04-15 11:04:12,-27.0,0.0,-26.7779,0.4660,63.2174,0.2221,0.4660
16x16,2026-04-15 11:04:13,-27.0,0.0,-26.8606,0.4536,63.1349,0.1394,0.4536
16x16,2026-04-15 11:04:13,-27.0,0.0,-26.7951,0.4862,63.1998,0.2049,0.4862
16x16,2026-04-15 11:04:21,-26.0,0.0,-25.8139,0.5170,64.1802,0.1861,0.5170
16x16,2026-04-15 11:04:21,-26.0,0.0,-25.8562,0.4758,64.1388,0.1438,0.4758
16x16,2026-04-15 11:04:21,-26.0,0.0,-25.8179,0.4341,64.1779,0.1821,0.4341
16x16,2026-04-15 11:04:22,-26.0,0.0,-25.7687,0.4306,64.2272,0.2313,0.4306
16x16,2026-04-15 11:04:22,-26.0,0.0,-25.8058,0.5196,64.1882,0.1942,0.5196
16x16,2026-04-15 11:04:23,-26.0,0.0,-25.7750,0.4889,64.2197,0.2250,0.4889
16x16,2026-04-15 11:04:23,-26.0,0.0,-25.8222,0.5216,64.1718,0.1778,0.5216
16x16,2026-04-15 11:04:23,-26.0,0.0,-25.7901,0.4565,64.2052,0.2099,0.4565
16x16,2026-04-15 11:04:24,-26.0,0.0,-25.8257,0.5637,64.1672,0.1743,0.5637
16x16,2026-04-15 11:04:24,-26.0,0.0,-25.7965,0.4446,64.1991,0.2035,0.4446
16x16,2026-04-15 11:04:32,-25.0,0.0,-24.7234,0.4752,65.2714,0.2766,0.4752
16x16,2026-04-15 11:04:32,-25.0,0.0,-24.7915,0.4231,65.2044,0.2085,0.4231
16x16,2026-04-15 11:04:33,-25.0,0.0,-24.8210,0.4600,65.1742,0.1790,0.4600
16x16,2026-04-15 11:04:33,-25.0,0.0,-24.8220,0.4562,65.1732,0.1780,0.4562
16x16,2026-04-15 11:04:33,-25.0,0.0,-24.7400,0.4111,65.2562,0.2600,0.4111
16x16,2026-04-15 11:04:34,-25.0,0.0,-24.7992,0.4190,65.1968,0.2008,0.4190
16x16,2026-04-15 11:04:34,-25.0,0.0,-24.8088,0.4270,65.1870,0.1912,0.4270
16x16,2026-04-15 11:04:35,-25.0,0.0,-24.8150,0.4400,65.1806,0.1850,0.4400
16x16,2026-04-15 11:04:35,-25.0,0.0,-24.7960,0.4268,65.1998,0.2040,0.4268
