resolution,timestamp,actual_x,actual_y,keystone_x,keystone_y,keystone_z,error_x,error_y
16x16,2026-04-17 10:40:37,-30.0,0.0,-30.3007,-1.8868,59.6281,-0.3007,-1.8868
16x16,2026-04-17 10:40:37,-30.0,0.0,-30.1859,-2.0576,59.7292,-0.1859,-2.0576
16x16,2026-04-17 10:40:37,-30.0,0.0,-30.3821,-1.8723,59.5478,-0.3821,-1.8723
16x16,2026-04-17 10:40:38,-30.0,0.0,-30.4334,-1.9085,59.4939,-0.4334,-1.9085
16x16,2026-04-17 10:40:38,-30.0,0.0,-30.1763,-2.0164,59.7421,-0.1763,-2.0164
16x16,2026-04-17 10:40:39,-30.0,0.0,-30.3803,-1.8836,59.5488,-0.3803,-1.8836
16x16,2026-04-17 10:40:39,-30.0,0.0,-30.4087,-1.9487,59.5155,-0.4087,-1.9487
16x16,2026-04-17 10:40:39,-30.0,0.0,-30.4247,-1.9004,59.5032,-0.4247,-1.9004
16x16,2026-04-17 10:40:40,-30.0,0.0,-30.2558,-2.0393,59.6609,-0.2558,-2.0393
16x16,2026-04-17 10:40:40,-30.0,0.0,-30.2897,-1.8795,59.6396,-0.2897,-1.8795
16x16,2026-04-17 10:40:48,-29.0,0.0,-29.7139,-1.8825,60.2143,-0.7139,-1.8825
16x16,2026-04-17 10:40:48,-29.0,0.0,-29.8133,-1.9712,60.1082,-0.8133,-1.9712
16x16,2026-04-17 10:40:48,-29.0,0.0,-29.7139,-1.7984,60.2206,-0.7139,-1.7984
16x16,2026-04-17 10:40:49,-29.0,0.0,-29.8100,-1.8624,60.1199,-0.8100,-1.8624
16x16,2026-04-17 10:40:49,-29.0,0.0,-29.7641,-1.8363,60.1677,-0.7641,-1.8363
16x16,2026-04-17 10:40:50,-29.0,0.0,-29.6097,-1.9665,60.3118,-0.6097,-1.9665
16x16,2026-04-17 10:40:50,-29.0,0.0,-29.7562,-1.9075,60.1702,-0.7562,-1.9075
16x16,2026-04-17 10:40:50,-29.0,0.0,-29.7848,-1.8626,60.1450,-0.7848,-1.8626
16x16,2026-04-17 10:40:51,-29.0,0.0,-29.7020,-1.8985,60.2250,-0.7020,-1.8985
16x16,2026-04-17 10:40:51,-29.0,0.0,-29.8141,-1.8753,60.1149,-0.8141,-1.8753
16x16,2026-04-17 10:40:59,-28.0,0.0,-28.9604,-1.9251,60.9634,-0.9604,-1.9251
16x16,2026-04-17 10:40:59,-28.0,0.0,-28.9948,-1.9019,60.9309,-0.9948,-1.9019
16x16,2026-04-17 10:40:59,-28.0,0.0,-29.0124,-1.9131,60.9124,-1.0124,-1.9131
16x16,2026-04-17 10:41:00,-28.0,0.0,-29.0159,-1.9512,60.9059,-1.0159,-1.9512
16x16,2026-04-17 10:41:00,-28.0,0.0,-28.9690,-1.9365,60.9538,-0.9690,-1.9365
